Países,Periodo,total_overnight_stays,total_travelers,avg_stay,countries
Alemania,2022-03-01,1971226,358345,5.500916714339533,Germany
Alemania,2022-04-01,2858295,565194,5.057192751515409,Germany
Alemania,2022-05-01,3668543,760733,4.822379205319081,Germany
Alemania,2022-06-01,4688446,862263,5.437373515969026,Germany
Alemania,2022-07-01,4502389,776051,5.801666385327769,Germany
Alemania,2022-08-01,4665352,801550,5.82041294990955,Germany
Alemania,2022-09-01,4793552,880931,5.441461363035243,Germany
Alemania,2022-10-01,3976465,716360,5.550931096096934,Germany
Alemania,2022-11-01,1778704,290820,6.11616807647342,Germany
Alemania,2022-12-01,1461766,236239,6.187657414736771,Germany
Alemania,2023-01-01,1527076,237872,6.419738346673841,Germany
Alemania,2023-02-01,1653987,278415,5.940725176445235,Germany
Alemania,2023-03-01,2266807,424265,5.342903609772194,Germany
Alemania,2023-04-01,3143902,640754,4.906566326546537,Germany
Alemania,2023-05-01,4113960,837369,4.912959519638296,Germany
Alemania,2023-06-01,4451013,858136,5.1868386829127315,Germany
Alemania,2023-07-01,4461214,804595,5.5446702999645785,Germany
Alemania,2023-08-01,4553050,822266,5.537198424840623,Germany
Alemania,2023-09-01,5054810,935137,5.405421879360992,Germany
Alemania,2023-10-01,4543616,800108,5.67875336829528,Germany
Alemania,2023-11-01,2004674,334775,5.9881233664401465,Germany
Alemania,2023-12-01,1634262,265222,6.161864400389108,Germany
Alemania,2024-01-01,1619813,253218,6.396910962095902,Germany
Alemania,2024-02-01,1877629,321751,5.835658630431607,Germany
Alemania,2024-03-01,2988329,544724,5.485950683281809,Germany
Alemania,2024-04-01,3249095,653273,4.973563885236341,Germany
Alemania,2024-05-01,4772876,962452,4.9590795177317935,Germany
Alemania,2024-06-01,4659133,865770,5.381490465135082,Germany
Alemania,2024-07-01,4668502,837413,5.574909871234385,Germany
Alemania,2024-08-01,4867231,856510,5.682631843177546,Germany
Alemania,2024-09-01,5083324,924225,5.500093591928373,Germany
Alemania,2024-10-01,5020351,902629,5.561920789161438,Germany
Alemania,2024-11-01,2060672,345217,5.969207773661204,Germany
Alemania,2024-12-01,1768858,284577,6.2157447720652055,Germany
Alemania,2025-01-01,1712784,264541,6.474550258750061,Germany
Alemania,2025-02-01,1830738,329212,5.560969830990365,Germany
Alemania,2025-03-01,2589544,477688,5.420994456632781,Germany
América (sin EEUU),2022-03-01,489641,192296,2.54628801431127,America (excl. USA)
América (sin EEUU),2022-04-01,675976,279019,2.4226880606697034,America (excl. USA)
América (sin EEUU),2022-05-01,843961,361850,2.33235042144535,America (excl. USA)
América (sin EEUU),2022-06-01,910477,374258,2.432752272496513,America (excl. USA)
América (sin EEUU),2022-07-01,1002778,412300,2.4321561969439727,America (excl. USA)
América (sin EEUU),2022-08-01,913442,375613,2.431870036447088,America (excl. USA)
América (sin EEUU),2022-09-01,1016207,441760,2.300359923940601,America (excl. USA)
América (sin EEUU),2022-10-01,937605,402817,2.327620234498544,America (excl. USA)
América (sin EEUU),2022-11-01,589626,245004,2.406597443307048,America (excl. USA)
América (sin EEUU),2022-12-01,508822,217689,2.3373803912921645,America (excl. USA)
América (sin EEUU),2023-01-01,572576,235376,2.4326014546937667,America (excl. USA)
América (sin EEUU),2023-02-01,508716,207331,2.453641761241686,America (excl. USA)
América (sin EEUU),2023-03-01,628363,263751,2.3824099245121344,America (excl. USA)
América (sin EEUU),2023-04-01,859247,366005,2.3476373273589157,America (excl. USA)
América (sin EEUU),2023-05-01,1080435,473902,2.2798700997252594,America (excl. USA)
América (sin EEUU),2023-06-01,1020623,445741,2.2897220583253506,America (excl. USA)
América (sin EEUU),2023-07-01,1153428,483156,2.387278642922783,America (excl. USA)
América (sin EEUU),2023-08-01,1085803,455100,2.385855855855856,America (excl. USA)
América (sin EEUU),2023-09-01,1151327,502969,2.2890615525012477,America (excl. USA)
América (sin EEUU),2023-10-01,1088466,469114,2.3202590415122977,America (excl. USA)
América (sin EEUU),2023-11-01,689288,290492,2.372829544359225,America (excl. USA)
América (sin EEUU),2023-12-01,584694,251354,2.3261774230766172,America (excl. USA)
América (sin EEUU),2024-01-01,651403,263204,2.474897797905807,America (excl. USA)
América (sin EEUU),2024-02-01,598121,235324,2.5416914551851915,America (excl. USA)
América (sin EEUU),2024-03-01,795450,318762,2.4954354659589284,America (excl. USA)
América (sin EEUU),2024-04-01,878757,367432,2.3916180408891985,America (excl. USA)
América (sin EEUU),2024-05-01,1163778,509334,2.2849014595530632,America (excl. USA)
América (sin EEUU),2024-06-01,1088701,463627,2.3482260524085095,America (excl. USA)
América (sin EEUU),2024-07-01,1239828,511500,2.4239061583577715,America (excl. USA)
América (sin EEUU),2024-08-01,1121241,461258,2.4308326359651216,America (excl. USA)
América (sin EEUU),2024-09-01,1240173,545860,2.2719616751548015,America (excl. USA)
América (sin EEUU),2024-10-01,1159491,506530,2.2890865299192544,America (excl. USA)
América (sin EEUU),2024-11-01,731629,312135,2.3439505342239735,America (excl. USA)
América (sin EEUU),2024-12-01,594863,258017,2.3055186286174942,America (excl. USA)
América (sin EEUU),2025-01-01,667281,272099,2.4523463886306085,America (excl. USA)
América (sin EEUU),2025-02-01,593210,238752,2.48462840101863,America (excl. USA)
América (sin EEUU),2025-03-01,744010,293830,2.5321104039750875,America (excl. USA)
Austria,2022-03-01,89770,22928,3.9153000697836706,Austria
Austria,2022-04-01,175205,48997,3.5758311733371433,Austria
Austria,2022-05-01,227901,61177,3.725272569756608,Austria
Austria,2022-06-01,207640,53803,3.85926435328885,Austria
Austria,2022-07-01,276350,62461,4.424360801139911,Austria
Austria,2022-08-01,262337,56108,4.675572110928923,Austria
Austria,2022-09-01,223951,56407,3.97026964738419,Austria
Austria,2022-10-01,178167,49840,3.574779293739968,Austria
Austria,2022-11-01,93936,21391,4.391379552148099,Austria
Austria,2022-12-01,78147,18129,4.31060731424789,Austria
Austria,2023-01-01,95171,18615,5.112597367714209,Austria
Austria,2023-02-01,109134,24072,4.533649052841476,Austria
Austria,2023-03-01,112131,29806,3.762027779641683,Austria
Austria,2023-04-01,194998,57200,3.409055944055944,Austria
Austria,2023-05-01,260933,68696,3.798372539885874,Austria
Austria,2023-06-01,230713,57655,4.001613043101205,Austria
Austria,2023-07-01,289721,64943,4.461158246462282,Austria
Austria,2023-08-01,299893,63084,4.753867858728045,Austria
Austria,2023-09-01,260577,62045,4.1998065919896845,Austria
Austria,2023-10-01,212340,56793,3.7388410543552903,Austria
Austria,2023-11-01,121654,27479,4.427162560500746,Austria
Austria,2023-12-01,86582,20273,4.270803531791052,Austria
Austria,2024-01-01,92645,19240,4.8152286902286905,Austria
Austria,2024-02-01,120959,28214,4.287197845041469,Austria
Austria,2024-03-01,175027,44892,3.898846119575871,Austria
Austria,2024-04-01,183930,53664,3.4274373881932023,Austria
Austria,2024-05-01,294457,79886,3.6859650001251785,Austria
Austria,2024-06-01,242578,60856,3.9860983304850794,Austria
Austria,2024-07-01,290339,65256,4.449230722079196,Austria
Austria,2024-08-01,287829,63453,4.53609758403858,Austria
Austria,2024-09-01,255532,62621,4.080611935293272,Austria
Austria,2024-10-01,231159,62476,3.6999647864780076,Austria
Austria,2024-11-01,121354,28494,4.258931704920334,Austria
Austria,2024-12-01,95396,22107,4.315194282354006,Austria
Austria,2025-01-01,104878,21770,4.817547083141938,Austria
Austria,2025-02-01,132337,32120,4.120080946450809,Austria
Austria,2025-03-01,138109,35819,3.855746949942768,Austria
Bélgica,2022-03-01,378930,78803,4.808573277667094,Belgium
Bélgica,2022-04-01,500566,119332,4.194734019374518,Belgium
Bélgica,2022-05-01,523905,128810,4.067269621923764,Belgium
Bélgica,2022-06-01,544104,123255,4.414457831325302,Belgium
Bélgica,2022-07-01,1035204,233125,4.440553351206434,Belgium
Bélgica,2022-08-01,683468,164690,4.150027324063392,Belgium
Bélgica,2022-09-01,696873,159125,4.379406127258445,Belgium
Bélgica,2022-10-01,533996,129151,4.134664075384627,Belgium
Bélgica,2022-11-01,342323,69020,4.959765285424514,Belgium
Bélgica,2022-12-01,285934,59495,4.806017312379192,Belgium
Bélgica,2023-01-01,293555,59982,4.8940515487979726,Belgium
Bélgica,2023-02-01,311754,66352,4.698486857969616,Belgium
Bélgica,2023-03-01,335966,76888,4.369550515034856,Belgium
Bélgica,2023-04-01,475320,119211,3.9872159448373052,Belgium
Bélgica,2023-05-01,674756,150287,4.48978288208561,Belgium
Bélgica,2023-06-01,522825,114500,4.566157205240175,Belgium
Bélgica,2023-07-01,981631,227444,4.315923919734089,Belgium
Bélgica,2023-08-01,724555,173132,4.184986022225816,Belgium
Bélgica,2023-09-01,727586,164049,4.435174856292937,Belgium
Bélgica,2023-10-01,582917,135392,4.305402091704089,Belgium
Bélgica,2023-11-01,357727,78287,4.5694304290622965,Belgium
Bélgica,2023-12-01,325506,67538,4.819597856021796,Belgium
Bélgica,2024-01-01,299887,63212,4.744146681009934,Belgium
Bélgica,2024-02-01,337289,75702,4.455483342580116,Belgium
Bélgica,2024-03-01,397927,96694,4.115322563964672,Belgium
Bélgica,2024-04-01,569836,137085,4.156807819965715,Belgium
Bélgica,2024-05-01,677487,153471,4.414430087769024,Belgium
Bélgica,2024-06-01,592177,134058,4.417319369228244,Belgium
Bélgica,2024-07-01,1022998,239254,4.27578222307673,Belgium
Bélgica,2024-08-01,792295,187875,4.217139055222887,Belgium
Bélgica,2024-09-01,775670,166823,4.649658620214239,Belgium
Bélgica,2024-10-01,679326,141419,4.803640246360107,Belgium
Bélgica,2024-11-01,356764,80633,4.42454082075577,Belgium
Bélgica,2024-12-01,352995,71807,4.915885637890456,Belgium
Bélgica,2025-01-01,291696,62490,4.667882861257802,Belgium
Bélgica,2025-02-01,338716,75893,4.463073010686098,Belgium
Bélgica,2025-03-01,437026,95955,4.554489083424522,Belgium
Dinamarca,2022-03-01,241815,44074,5.486568044652176,Denmark
Dinamarca,2022-04-01,255760,53475,4.7827956989247316,Denmark
Dinamarca,2022-05-01,232535,54737,4.2482233224327235,Denmark
Dinamarca,2022-06-01,181524,42486,4.272560372828696,Denmark
Dinamarca,2022-07-01,444814,92739,4.79640712106018,Denmark
Dinamarca,2022-08-01,259389,50043,5.183322342785205,Denmark
Dinamarca,2022-09-01,272629,66012,4.129991516693934,Denmark
Dinamarca,2022-10-01,321637,60784,5.291474730192156,Denmark
Dinamarca,2022-11-01,196744,37264,5.279733791326749,Denmark
Dinamarca,2022-12-01,162968,29667,5.493241648970236,Denmark
Dinamarca,2023-01-01,208137,36103,5.765088773786112,Denmark
Dinamarca,2023-02-01,243113,42814,5.67835287522773,Denmark
Dinamarca,2023-03-01,258925,49914,5.187422366470329,Denmark
Dinamarca,2023-04-01,250101,54007,4.630899698187272,Denmark
Dinamarca,2023-05-01,206370,48290,4.2735556015738245,Denmark
Dinamarca,2023-06-01,195181,44028,4.433110747706006,Denmark
Dinamarca,2023-07-01,411921,83365,4.941174353745577,Denmark
Dinamarca,2023-08-01,261526,50160,5.213835725677831,Denmark
Dinamarca,2023-09-01,234939,58557,4.012142015472104,Denmark
Dinamarca,2023-10-01,323420,66548,4.859950712267837,Denmark
Dinamarca,2023-11-01,213538,42067,5.076140442627238,Denmark
Dinamarca,2023-12-01,177892,32715,5.43762799938866,Denmark
Dinamarca,2024-01-01,212932,37190,5.725517612261361,Denmark
Dinamarca,2024-02-01,253438,43789,5.7877092420470895,Denmark
Dinamarca,2024-03-01,312051,59173,5.273536917175063,Denmark
Dinamarca,2024-04-01,218029,48779,4.469730826790217,Denmark
Dinamarca,2024-05-01,218791,54276,4.031081877809713,Denmark
Dinamarca,2024-06-01,180091,44022,4.0909318068238605,Denmark
Dinamarca,2024-07-01,422781,85252,4.959191573218224,Denmark
Dinamarca,2024-08-01,244208,46627,5.237480429793896,Denmark
Dinamarca,2024-09-01,260285,61702,4.2184207967326826,Denmark
Dinamarca,2024-10-01,322150,68122,4.729015589677344,Denmark
Dinamarca,2024-11-01,208984,41752,5.005365012454493,Denmark
Dinamarca,2024-12-01,169523,30178,5.617436543177149,Denmark
Dinamarca,2025-01-01,201754,36433,5.537671890868169,Denmark
Dinamarca,2025-02-01,249260,45503,5.477880579302464,Denmark
Dinamarca,2025-03-01,275679,49559,5.562642506910954,Denmark
Estados Unidos de América,2022-03-01,415119,160667,2.5837228553467733,USA
Estados Unidos de América,2022-04-01,536732,222759,2.4094739157564904,USA
Estados Unidos de América,2022-05-01,838841,361833,2.3183098280145815,USA
Estados Unidos de América,2022-06-01,1022960,437326,2.3391245889793884,USA
Estados Unidos de América,2022-07-01,961715,393819,2.4420228582165917,USA
Estados Unidos de América,2022-08-01,645375,260354,2.4788365072170966,USA
Estados Unidos de América,2022-09-01,890838,392915,2.2672537317231463,USA
Estados Unidos de América,2022-10-01,833401,363053,2.29553536260546,USA
Estados Unidos de América,2022-11-01,487522,196609,2.479652508277851,USA
Estados Unidos de América,2022-12-01,394602,156109,2.52773382700549,USA
Estados Unidos de América,2023-01-01,324555,122304,2.6536744505494507,USA
Estados Unidos de América,2023-02-01,348808,131354,2.655480609650258,USA
Estados Unidos de América,2023-03-01,666163,265869,2.505606144379375,USA
Estados Unidos de América,2023-04-01,808101,335189,2.410881622010269,USA
Estados Unidos de América,2023-05-01,1027692,455864,2.2543828861239317,USA
Estados Unidos de América,2023-06-01,1155467,501977,2.3018325540811633,USA
Estados Unidos de América,2023-07-01,1101227,444443,2.477768802748609,USA
Estados Unidos de América,2023-08-01,814906,338032,2.410736261655701,USA
Estados Unidos de América,2023-09-01,1075129,467826,2.2981386241893356,USA
Estados Unidos de América,2023-10-01,1044392,448050,2.3309719897332886,USA
Estados Unidos de América,2023-11-01,628841,250259,2.512760779832094,USA
Estados Unidos de América,2023-12-01,472389,191388,2.4682268480782494,USA
Estados Unidos de América,2024-01-01,388082,153304,2.531453843343944,USA
Estados Unidos de América,2024-02-01,428198,165964,2.580065556385722,USA
Estados Unidos de América,2024-03-01,799937,313915,2.5482598792666806,USA
Estados Unidos de América,2024-04-01,959950,398934,2.406287756872064,USA
Estados Unidos de América,2024-05-01,1244696,552661,2.2521871454653035,USA
Estados Unidos de América,2024-06-01,1347406,576211,2.3383899300776974,USA
Estados Unidos de América,2024-07-01,1224254,496871,2.4639272567728847,USA
Estados Unidos de América,2024-08-01,949777,394490,2.407607290425613,USA
Estados Unidos de América,2024-09-01,1170755,517019,2.2644332219899077,USA
Estados Unidos de América,2024-10-01,1133620,499034,2.271628786816129,USA
Estados Unidos de América,2024-11-01,684164,284611,2.4038564918432526,USA
Estados Unidos de América,2024-12-01,488040,197316,2.473392933163048,USA
Estados Unidos de América,2025-01-01,422042,161378,2.615238756212123,USA
Estados Unidos de América,2025-02-01,410223,162553,2.523626140397286,USA
Estados Unidos de América,2025-03-01,770543,319866,2.4089556251680393,USA
Finlandia,2022-03-01,140949,27919,5.048497439020022,Finland
Finlandia,2022-04-01,106700,24642,4.330005681357033,Finland
Finlandia,2022-05-01,89116,25211,3.534806235373448,Finland
Finlandia,2022-06-01,88595,24676,3.590330685686497,Finland
Finlandia,2022-07-01,96548,24477,3.944437635331127,Finland
Finlandia,2022-08-01,60202,15675,3.8406379585326955,Finland
Finlandia,2022-09-01,73632,22354,3.293907130714861,Finland
Finlandia,2022-10-01,177537,38249,4.64161154539988,Finland
Finlandia,2022-11-01,216982,37091,5.8499905637486185,Finland
Finlandia,2022-12-01,191414,31494,6.077792595415,Finland
Finlandia,2023-01-01,175225,29444,5.951127564189648,Finland
Finlandia,2023-02-01,179528,32467,5.529553084670589,Finland
Finlandia,2023-03-01,196226,37257,5.266822342110207,Finland
Finlandia,2023-04-01,139428,30880,4.515155440414508,Finland
Finlandia,2023-05-01,85167,23461,3.6301521674267936,Finland
Finlandia,2023-06-01,84245,22980,3.6660139251523063,Finland
Finlandia,2023-07-01,87327,23440,3.7255546075085326,Finland
Finlandia,2023-08-01,55414,14015,3.953906528719229,Finland
Finlandia,2023-09-01,94416,25067,3.7665456576375314,Finland
Finlandia,2023-10-01,219136,43654,5.019837815549549,Finland
Finlandia,2023-11-01,274594,43287,6.343567352784901,Finland
Finlandia,2023-12-01,224511,32590,6.8889536667689475,Finland
Finlandia,2024-01-01,226174,34610,6.534932100548974,Finland
Finlandia,2024-02-01,227853,36127,6.307000304481413,Finland
Finlandia,2024-03-01,259651,42542,6.1034036951718305,Finland
Finlandia,2024-04-01,156010,31206,4.999359097609434,Finland
Finlandia,2024-05-01,121403,29373,4.133149491029177,Finland
Finlandia,2024-06-01,94542,24473,3.8631144526621175,Finland
Finlandia,2024-07-01,86127,22654,3.801845148759601,Finland
Finlandia,2024-08-01,48005,12786,3.754497106209917,Finland
Finlandia,2024-09-01,101958,25284,4.03251067869008,Finland
Finlandia,2024-10-01,227566,47365,4.804518104085295,Finland
Finlandia,2024-11-01,230542,40038,5.758079824167042,Finland
Finlandia,2024-12-01,211184,31628,6.67712153787783,Finland
Finlandia,2025-01-01,177652,28588,6.21421575486218,Finland
Finlandia,2025-02-01,193950,32833,5.907166570218987,Finland
Finlandia,2025-03-01,216241,40093,5.3934851470331475,Finland
Francia,2022-03-01,767468,276873,2.771913476575903,France
Francia,2022-04-01,1486007,509757,2.915128188529044,France
Francia,2022-05-01,1963996,688452,2.8527711445387625,France
Francia,2022-06-01,1651129,557755,2.960312323511219,France
Francia,2022-07-01,2382480,748958,3.1810595520710105,France
Francia,2022-08-01,3699046,1054575,3.5076177607092904,France
Francia,2022-09-01,1837514,594211,3.092359448074842,France
Francia,2022-10-01,1745157,598164,2.917522619214797,France
Francia,2022-11-01,732149,283356,2.5838485862307485,France
Francia,2022-12-01,713753,272172,2.6224336081595463,France
Francia,2023-01-01,634540,224999,2.8201903119569423,France
Francia,2023-02-01,830127,295528,2.8089622641509435,France
Francia,2023-03-01,840882,316646,2.6555901543048073,France
Francia,2023-04-01,1737664,595525,2.9178691070903824,France
Francia,2023-05-01,2214128,770117,2.8750540502287314,France
Francia,2023-06-01,1665248,554215,3.004696733217253,France
Francia,2023-07-01,2378675,737817,3.223936287724463,France
Francia,2023-08-01,3530465,1013707,3.4827272574816983,France
Francia,2023-09-01,1963100,625640,3.1377469471261428,France
Francia,2023-10-01,1847246,621677,2.9713918964349655,France
Francia,2023-11-01,741958,279934,2.6504747547636227,France
Francia,2023-12-01,703630,284341,2.4745991608667057,France
Francia,2024-01-01,672760,243554,2.762262167732823,France
Francia,2024-02-01,822411,304882,2.697473120748355,France
Francia,2024-03-01,947890,344693,2.749954307166087,France
Francia,2024-04-01,1811510,627669,2.886091235985846,France
Francia,2024-05-01,2460504,814599,3.020509477669381,France
Francia,2024-06-01,1791538,567874,3.154816033134111,France
Francia,2024-07-01,2447036,726109,3.370067028503985,France
Francia,2024-08-01,3678715,1062651,3.461828013148249,France
Francia,2024-09-01,2038975,637240,3.199697131379072,France
Francia,2024-10-01,1966848,662396,2.969293292833894,France
Francia,2024-11-01,738702,292503,2.525451021015169,France
Francia,2024-12-01,700488,282238,2.4819053422997612,France
Francia,2025-01-01,712226,250257,2.845978334272368,France
Francia,2025-02-01,863678,314559,2.745678871054397,France
Francia,2025-03-01,878490,325921,2.6954077828676275,France
Grecia,2022-03-01,32982,9250,3.5656216216216214,Greece
Grecia,2022-04-01,36685,12221,3.0018001800180016,Greece
Grecia,2022-05-01,40031,13137,3.0471949455735707,Greece
Grecia,2022-06-01,38978,12880,3.026242236024845,Greece
Grecia,2022-07-01,40740,13561,3.004203229850306,Greece
Grecia,2022-08-01,48321,15937,3.032001003953065,Greece
Grecia,2022-09-01,32626,11564,2.8213420961604982,Greece
Grecia,2022-10-01,43164,14643,2.9477566072526122,Greece
